precio,ubicacion,habitaciones,baños,parqueaderos,area,descripcion,tipo_propiedad,ciudad_final,precio_por_m2
2700000,"entre amigos, sabaneta, vegas de doctora",1.0,2.0,2.0,70.0,encuentra nuevo hogar amplio apartaestudio estrenar corazón sabaneta ubicado exclusivo barrio parque pasos colegios centros comerciales mayorca aves marías transporte público estación metro sabaneta ofrecemos acogedor apartaestudio aproximados todas comodidades amplia luminosa alcoba amplio vestier baño dará privacidad necesitas salacomedor espacio ideal recibir visitas disfrutar delicioso momento familia cocina integral equipada torre hornos campana calentador permitirá preparar exquisitos platos además cuenta amplio patio ropas edificio ascensor comodidad apartamento encuentra piso 7 unidad cerrada portero 24 horas acabados porcelanato acabados lujo dan toque moderno elegante esperes exclusivo apartaestudio corazón sabaneta nuevo hoga,Apartaestudio en arriendo,medellin,38571.42857142857
700000,"san pedro, santa teresita, san vicente",1.0,1.0,0.0,40.0,si buscando comodidad confort excelente ubicación opción perfecta apartaestudio ambiente ubicado barrio centenario ofrece necesitas disfrutar estilo vida práctico situado segundo piso cuenta cocina semiintegral habitación cómoda además dispone práctica zona oficios lavadero ropa luz independiente servicio agua gas seria compartido mejor ubicación estratégica vía principal solo dos cuadras centro comercial centenario cerca lugares icónicos instituto bellas artes plazoleta jairo varela podrás disfrutar actividades culturales entretenimiento además acceso rápido transporte público dejes pasar gran oportunidad vivir sectores tranquilos contáctanos agenda cita conocer increíble apartaestudio,Apartaestudio en arriendo,bogota,17500.0
1200000,"laureles, acacias, lorena",1.0,1.0,0.0,30.0,codigo wasi aparta estudio alcoba independiente sector simón bolívar alcoba cuenta closet sala comedor baño cabinado acrilico bien ubicado facíl salida vias principales san juan avenida 80 buenas rutas transporte segundo piso ascensor asesor jeffferson alcaraz,Apartamento en arriendo,medellin,40000.0
2900000,"castropol, simesa, poblado",1.0,2.0,2.0,55.0,,Apartamento en arriendo,medellin,52727.27272727273
2900000,"chico , chico , chico",1.0,2.0,2.0,75.0,vive encanto luminoso apartamento amoblado primer piso elevado corazón bogotá 1 habitación2 terrazas sala comedor estudio chimenea 2 baños vista interior 1 parqueadero edificio inteligente bienvenido nuevo hogar comodidad diversión encuentran cada rincón,Apartamento en arriendo,bogota,38666.666666666664
1550000,"chapinero , samper, marly",1.0,1.0,1.0,34.0,chapinero ofrecemos apartaestudio 34mc moderno edificio centrika séptimo piso exterior sala comedor agradable vista balcón apto cuenta cocina moderna abierta horno gas barra central pisos laminados madera acabados modernos cuarto vista baño edificio vigilancia permanente garaje ubicado zona estratégica pasos universidad javeriana cerca parques comercios vías principales todas comodidades sector,Apartaestudio en arriendo,bogota,45588.23529411765
4000000,"tesoro, alejandria, florida",1.0,2.0,1.0,67.0,apartamento arrendar poblado moderno completamente terminado parqueadero cuarto útil sola torre cerca centro comercial tesoro santa fé,Apartamento en arriendo,medellin,59701.49253731343
1670000,"redil, toberin, nueva zelandia",1.0,1.0,1.0,42.0,arr id houm 148751 entérate beneficios arrendar • asistencia intermediación propietario • firma contrato online • arrienda burocracia papeleos notarías departamento arriendo ubicado barrio san antonio noroccidental superficie construida 42 superficie total 42 principales características • amoblado • 1 dormitorio • 1 baño • admite mascotas • 1 parqueadero • año construcción 2024 • bodega si arriendas brindamos asesoría personalizada proceso requisitos arrendar • arrienda codeudor fácil rápido seguro • demuestra ingreso mensual neto menos 25 veces valor arriendo ingresos mensuales pueden complementar personas vivirán • completa información básica mándanos extractos bancarios documentos demuestren ingresos • debes tener reportes negativos centrales crédito importante • invitamos agendar visita • si alguna duda favor puedes solicitar información portales contactarte directamente houm aplican tc,Apartamento en arriendo,bogota,39761.90476190476
2160000,"mesa, zona centro, inmaculada",1.0,2.0,1.0,62.0,mayor información escribanos vía whatsapp agentes inmobiliarios atenderá arrendamos apartaestudio envigado loma brujas buen servicio transporte público cerca centro comercial city plaza hospital manuel uribe angel distribuida sala comedor cocina integral zona ropas balcón habitacion dos baños parqueadero,Apartamento en arriendo,medellin,34838.709677419356
4500000,"alejandria, patio bonito, diamante no.2",1.0,2.0,1.0,65.0,apartamento amoblado duplex arriendo medellin sector sta m angeles excelente apartamento amoblado duplex construidos distribuidos 1 habitación 2 baños closet balcón unidad cerrada parqueadero juegos infantiles excelente ubicación cómodas rutas acceso codigo m,Apartamento en arriendo,medellin,69230.76923076923
4700000,"tesoro, alejandria, florida",1.0,2.0,2.0,82.0,apartamento arriendo unidad cerrada cerca supermercados restaurantes universidades colegios centros comerciales sector tranquilo cercano gran variedad servicios complementarios piso madera puerta seguridad sala comedor independiente 1 alcoba baño privado baño social cocina integral abierta tipo americano terraza parqueadero cubierto edificio ascensor piscina gym salon comunal turco sauna parques infantiles zonas verdes vigilancia 24 hrs citofonia circuito cerrado tv inmuebles sujetos verificación disponibilidad,Apartamento en arriendo,desconocida,57317.07317073171
2150000,"laureles, castellana, acacias",1.0,1.0,1.0,50.0,excelente aparta estudio arriendo sector laureles segundo piso 50 mtrs apx 1 habitación sala comedor cocina integral zona ropas 1 baño cuenta excelentes acabados moderno iluminado edificio video citófono ascensor excelente ubicación zona tranquila residencial cerca éxito laureles av 80 av san juan gracias interés inmuebles raskcielos usted ofertas inmobiliarias contáctenos través pbx aparece inicio publicación asesores atenderá acompañará búsqueda,Apartaestudio en arriendo,medellin,43000.0
1350000,"boston, bombona no.1, asomadera no.2",1.0,1.0,0.0,45.0,acogedor apartaestudio 2 ambientes ubicado buenos aires cuenta 1 habitación independiente vestier closet cocina sencilla baño zona ropas balcón edificio cerrado vigilancia portería 247 servicios incluidos energía agua max 2 personas,Apartaestudio en arriendo,medellin,30000.0
4200000,"castropol, poblado, san diego",2.0,2.0,1.0,65.0,apartamento arriendo medellín sector poblado excelente apartamento contruidos distribuidos 2 habitaciónes 2 baños vestier closet cocina integral balcòn parqueadero salacomedor zona ropas cuarto util excelentes acabamos unidad cerrada conpiscina sauna turco gimnasio jeugos infantiles cancha multiple salòn social excelente ubicación cómodas rutas acceso codigo,Apartamento en arriendo,medellin,64615.38461538462
1300000,"villa del rio, madelena iii y iv, venecia",2.0,1.0,0.0,45.0,1052 apartamento arriendo ed san marcos venecia apartamento área alcobas 2 baños 1 cocina integral 1 zona lavandería 1 apto arriendo 46 metro cuadrados ubicado edificio barrio venecia estrato 3 consta 2 habitaciones 1 baño sala comedor cocina integral zona lavandería independiente ascensor avenidas principales cerca autopista sur av boyacá unas cuadras estación transmilenio venecia cerca centro comercial paseo villa rio valor canon incluye administración queremos ayudarte puedas encontrar nuevo hogar contáctanos buscas,Apartamento en arriendo,medellin,28888.88888888889
2600000,"normandia occidental, esperanza, modelia occidental",2.0,1.0,0.0,90.0,1052516 casa arriendo cr villa pinar mz 72 fontibón casa área alcobas 2 baños 15 cocina integral 1 zona lavandería 1 garaje 1 descubierto casa arriendo ubicada conjunto residencial barrio santa cecilia fontibón estrato 4 consta 2 habitaciones 15 baños sala comedor cocina integral zona lavandería independiente avenidas principales cerca av cali av dorado cerca centro comercial hayuelos valor canon incluye administración queremos ayudarte puedas encontrar nuevo hogar contáctanos buscas,Casa en arriendo,cali,28888.88888888889
4750000,"cartagena, daniel lemaitre, canapote",2.0,2.0,1.0,106.0,disfruta comodidad lujo moderno apartamento completamenbte amoblado excelentes acabados vista privilegiada ciudad parte mar hogar ideal buscan confort exclusividad ubicación estratégica crespo cerca aeropuerto playas zona turística cartagena,Apartamento en arriendo,cartagena,44811.32075471698
4000000,"envigado, esmeraldal, loma del atravesado",2.0,2.0,2.0,83.0,apartamento arriendo envigado sector colina campestre area 83 metros 2 habitaciones 2 baños sala comedor vestier closet cocina zona ropas parqueadero cuarto util zonas sociales mas opciones visita pagina wwwgruporespaldoinmobiliariocom,Apartamento en arriendo,medellin,48192.77108433735
1200000,"villa del rio, ensueno, madelena iii y iv",2.0,1.0,0.0,41.0,1052518 – apartamento arriendo cr estancia 70 club residencial madelena apartamento área 41 mts² alcobas 2 baños 1 cocina integral 1 zona lavandería 1 apartamento arriendo ubicado conjunto residencial barrio madelena – ciudad bolívar estrato 3 consta 2 habitaciones 1 baño sala comedor cocina integral zona lavandería avenidas principales cerca autopista sur av villavicencio frente club madelena cafam estación transmilenio perdomo,Apartamento en arriendo,villavicencio,29268.29268292683
1250000,"lili, caney, ciudad real",2.0,2.0,1.0,52.0,ofrece renta magnífico apartamento estrenar conjunto residencial rioja ubicado próspero barrio valle lili zona constante crecimiento alta valorización encantador hogar encuentra estratégicamente situado cerca transporte público parques centros comerciales supermercados universidades ubicado segundo piso accesible mediante ascensor apartamento ofrece generosa superficie construida 57 distribución diseñada maximizar luminosidad comodidad acogedora salacomedor integra armoniosamente moderna cocina abierta amplio balcón puede disfrutar vista serena refrescante parque encuentra justo enfrente ofreciendo oasis tranquilidad conexión naturaleza además hogar cuenta práctica zona oficios independiente habitación auxiliar closet baño social versátil espacio puede ser utilizado estudio sala tv habitación principal igualmente confortable dispone propio baño closet baños sido elegantemente revestidos enchape lujo agregando toque sofisticación cada detalle conjunto residencial ofrece comodidades parqueadero propio piscinas áreas juegos infantiles zona social zona bbq pierdas oportunidad conocer hermoso apartamento agenda cita cuanto descubre próximo hogar,Apartamento en arriendo,desconocida,24038.46153846154
1900000,"entre amigos, vegas de doctora, vegas de san jose",2.0,2.0,1.0,55.0,apartamento arriendo ubicado sabaneta vereda san josé consta 2 habitaciones clóset 2 baños cabinados salacomedor cocina integral zona ropas balcón parqueadero portería 24 horas ascensores situado zona campestre rodeada naturaleza vía principal loma san josé pocos minutos colegio school business acceso rutas integradas metro vista hacia piscinas reserva natural,Apartamento en arriendo,medellin,34545.454545454544
2500000,"entre amigos, sabaneta, tres esquinas",2.0,2.0,1.0,67.0,vive estilo comodidad caracteristicas principales cocina integral 2 habitaciones closet 2 banos sala comedor amplia espacio estudio red gas calentador parqueadero privado cuarto util zonas comunes lujo piscinas turco gimnasio cancha deportivas sendero ecologico juegos infantiles gimnasio porteria vigilancia 24 horas dejes pasar oportunidad unica,Apartamento en arriendo,medellin,37313.432835820895
1800000,"rionegro, gualanday, santa ana",2.0,2.0,0.0,52.0,codigo 26756 apartamento arriendo ubicado rionegro sector san antonio características inmueble✔ 2 habitaciones✔ habitación principal clóset✔ habitación auxiliar clóset✔ 2 baños modernos✔ salóncomedor amplio iluminado✔ cocina abierta integral excelente distribución✔ zona ropas independiente✔ balcón vista despejada zonas comunes✔ portería 24 horas✔ parque infantil zonas verdes✔ cancha deportiva✔ zona mascotas✔ parqueadero visitantes ubicación entornoubicado san antonio rionegro acceso rápido a✅ centro comercial san nicolás reserva plaza complex llanogrande✅ pocos minutos jardines llanogrande espacios verdes esparcimiento✅ fácil acceso hospital san vicente clínica somer hospital gilberto mejía✅ cercano supermercados éxito carulla jumbo d1✅ minutos sitios históricos iglesia san antonio pereira concatedral san nicolás apartamento ideal buscan comodidad tranquilidad ubicación estratégica contáctanos información agendar visita,Apartamento en arriendo,pereira,34615.38461538462
1800000,"calasanz, colores, calasanz parte alta",2.0,2.0,0.0,55.0,apartamento arriendo calazans cuenta 2 habitaciones calentador cocina integral 2 baños 2 closet estudio zona ropas cuenta zonas comunes piscina gimnasio zonas verdes cuenta fácil acceso transporte público si deseas información contáctanos,Apartamento en arriendo,medellin,32727.272727272728
3400000,"mesa, san lucas, inmaculada",2.0,2.0,1.0,70.0,apartamento arriendo esmeraldal buenos acabados excelente iluminación dispone dos habitaciones clóset vestier baños cabinados salacomedor cocina integral barra americana zona ropas balcón unidad ofrece portería 24 horas ascensor parqueaderos zonas comunes ubicado zona residencial tranquila frente club casa diana tiendas d1 cerca arenas chachas acceso rutas integradas metro,Apartamento en arriendo,desconocida,48571.42857142857
1800000,"rionegro, lotus i, gualanday",2.0,2.0,1.0,55.0,descripción 44712878 apartamento arriendo barrio porvenir apartamento aproximadamente ofrece diseño cómodo funcional cuenta 2 alcobas 2 baños sala comedor iluminada cocina integral moderna zona ropas independiente balcón vista agradable 2 clósets parqueadero común encuentra ubicado unidad cerrada ofrece portería 24 horas salón social juegos infantiles gimnasio cancha múltiple ascensor shut basuras ubicación estratégica permite fácil acceso rutas transporte además cercanía supermercados centros comerciales servicios esenciales código 12878,Apartamento en arriendo,medellin,32727.272727272728
2100000,"laureles, conquistadores, acacias",2.0,1.0,,48.0,hermoso apartamento exclusivo sector florida nueva pocos pasos estacion estadio metro moderno apartamento cuenta acabados contemporaneos ascensor encuentra ubicacion faciles vias acceso comodas rutas transporte publico llamanos mas informacion,Apartamento en arriendo,medellin,43750.0
1300000,"porvenir, centro, alto del medio",2.0,2.0,2.0,56.0,,Apartamento en arriendo,bogota,23214.285714285714
1200000,"altos del prado, prado, ciudad jardin",2.0,1.0,,55.0,,Apartamento en arriendo,desconocida,21818.18181818182
3550000,"san lucas, inmaculada, balsos no.1",2.0,2.0,2.0,78.0,apartamento arriendo unidad cerrada sector residencial tranquilo cerca centros comerciales colegios rutas transporte público supermercados piso ceramica sala comedor 2 alcobas baño principal cocina integral abierta tipo americano balcon parqueadero cubierto conjunto cerrado piscina gym salon social parque infantil cancha squash zonas verdes vigilancia 24 horas citofonía circuito cerrado tv inmuebles sujetos verificación disponibilidad,Apartamento en arriendo,desconocida,45512.820512820515
3450000,"mesa, zona centro, dorado",2.0,2.0,1.0,79.0,apartamento arriendo unidad cerrada ubicada sector tranquilo parte alta hermosa vista ciudad entorno campestre gran desarrollo urbanístico fácil acceso vía principal conexión rutas transporte público cuenta piso madera sala comedor 2 alcobas vestier baño principal baño social cocina integral abierta tipo americano cuarto útil zona ropas balcón parqueadero independiente cubierto conjunto cerrado ascensor zonas sociales completas incluyen piscina gimnasio salón social parques infantiles placa polideportiva zonas verdes vigilancia portería 24 horas circuito cerrado tv,Apartamento en arriendo,medellin,43670.88607594937
4800000,"mesa, envigado, inmaculada",2.0,2.0,1.0,93.0,elegante apartamento ubicado exclusivo sector loma brujas envigado onceavo piso ofrece vista privilegiada diseño moderno funcional destaca salacomedor amplia iluminada ideal disfrutar familia cocina integral abierta crea ambiente integrado acogedor complementada cómoda zona ropas cuenta dos habitaciones,Apartamento en arriendo,medellin,51612.903225806454
2700000,"entre amigos, sabaneta, vegas de doctora",2.0,2.0,1.0,75.0,excelente apartamento alquilar buenas rutas transporte cuenta cocina integral red gas barra americana dos alcobas cada closet salacomedor dos baños cabinados enchapados zona ropa calentador balcón parqueadero cuarto útil cod 9488,Apartamento en arriendo,medellin,36000.0
4300000,"mesa, zona centro, dorado",3.0,2.0,1.0,135.0,casa arriendo envigado sector primavera excelente casa construidos distribuidos 3 habitaciones 2 baños biblioteca closet balcónvestier cocina zona ropas salacomedor unidad cerrada parqueadero calentador piscina gimnasio juegos infantiles salon social excelentes rutas acceso codigo,Casa en arriendo,medellin,31851.85185185185
12000000,"san lucas, inmaculada, balsos no.1",3.0,4.0,3.0,347.0,casa arriendo envigado sector san lucas excelente casa contruidos distribuidos 3 habitaciones 4 baños alcoba servicio balcón closet vestier cocina sala comedor zona ropas cuarto util parqueadero jardín unidad cerrada juegos infantiles cancha polideportiva excelente ubicación cómodas rutas acceso codigo,Casa en arriendo,medellin,34582.1325648415
4600000,"tesoro, alejandria, florida",3.0,2.0,2.0,96.0,apartamento arriendo medellín sector poblado excelente apartamento 96 mtrs2 sala comedor cocina 3 habitaciones 2 baños vestier balcón closet cuarto util parqueadero doble unidad cerrada piscina gimnasio juegos infantiles salón social sendero ecologico excelente ubicación facil rutas acceso cod mas opciones visita pagina wwwgruporespaldoinmobiliariocom,Apartamento en arriendo,medellin,47916.666666666664
12600000,"castropol, tesoro, simesa",3.0,2.0,1.0,120.0,apartamento amoblado arriendo medellín sector poblado excelente apartamento amoblado distribuidos 3 habitaciones 2 baños closet vestier balcón cocina salacomedor zona ropas unidad cerrada parqueadero ascensor cómodas rutas acceso código,Apartamento en arriendo,medellin,105000.0
4500000,"castropol, simesa, altos del poblado",3.0,3.0,1.0,95.0,4726979 conaltura ofrece apartamento arriendo loma indio cuenta 3 alcobas 2 closets 1 vestier 3 baños sala comedor cocina integral horno eléctrico estufa calentador gas zona ropas black out parqueadero cubierto doble cuarto útil ubicado conjunto cerrado portería 24h cancha futbol squash gimnasio juegos infantiles salón social piscina adultos niños shut basuras parqueadero visitantes vía secundaria cerca av palmas cerca túnel oriente cerca centro comercial premium plaza centro comercial san diego fácil acceso transporte publico,Apartamento en arriendo,medellin,47368.42105263158
900000,"zona centro, cr. bilbao, san pedro",3.0,2.0,1.0,53.0,1052335 – apartamento arriendo – c r hacienda manzanares madrid apartamento área 53 mts² alcobas 3 baños 2 cocina integral zona ropas 1 garaje 1 arrienda apartamento amplio buena iluminación natural buenos acabados cuenta 3 alcobas sala comedor cocina integral zona ropas 2 baños garaje supermercados zonas comerciales colegios cercanos esperamos brindarte asesoría pronto consiga nuevo hogar manera fácil rápida contáctanos buscas código 1052335,Apartamento en arriendo,desconocida,16981.132075471698
1050000,"porvenir, alameda, morabia",3.0,1.0,0.0,50.0,1052247 apartamento arriendo conjunto residencial gerona ciprés apartamento área 49 mts² alcobas 3 baños 1 cocina integral 1 zona ropas 1 arrienda apartamento excelentes acabados hermosa vista buena iluminación natural consta tres alcobas baño sala comedor cocina zona ropas ubicado piso 17 dos ascensores zona residencial cerca calle 13 zona residencial esperamos brindarte asesoría pronto consiga nuevo hogar manera fácil rápida contáctanos buscas código 1052247,Apartamento en arriendo,bogota,21000.0
990000,"super manzana 8, timiza, vegas de santa ana",3.0,1.0,0.0,50.0,1052157 apartamento arriendo unidad residencial casa blanca 32inmueble apartamentoárea 50 mtsalcobas 3baños 1integral 1zona ropas 1se arrienda apartamento amplio buena iluminación natural cuenta 3 alcobas cada respectivo closet baño cocina integral sala comedor zona ropas ubicado quinto piso ubicación fácil acceso acceso alimetador portal americas parques supermercados transporte público zonas comerciales cercanas esperamos brindarte asesoría pronto consiga nuevo hogar manera fácil rápida contáctanos buscas código 1052157,Apartamento en arriendo,bogota,19800.0
2500000,"villas de granada . i, villas de granada, florida blanca",3.0,2.0,0.0,164.0,1052522 – casa arriendo – álamos norte engativá casa área 164 mts² alcobas 3 baños 15 cocina integral 1 zona lavandería 1 garaje 2 cubierto casa arriendo 164 metro cuadrados estrato 3 consta 3 habitaciones 15 baños sala comedor independiente cocina integral zona lavandería independiente 2 parqueaderos cubiertos amplios cerca calle 80 calle 72 cerca centro comercial portal 80 portal transmilenio 80,Apartamento en arriendo,bogota,15243.90243902439
1098000,"dorado, villas de granada . i, villas de granada",3.0,2.0,0.0,45.0,1052103 – apartamento arriendo – conjunto residencial montecarlo ii apartamento área 45 mts² alcobas 3 baños 2 cocina 1 integral arrienda apartamento acogedor excelente ubicación buena iluminación natural primer piso vista exterior cuenta sala comedor cocina integral tres alcobas 2 closets pisos cerámica baño privado social dos ducha eléctrica conjunto zonas verdes salón comunal parque infantil ubicado zona residencial cerca centros comerciales supermercados parques esperamos brindarte asesoría pronto consiga nuevo hogar manera fácil rápida contáctanos buscas,Apartamento en arriendo,desconocida,24400.0
934000,"alameda, puente grande, funza",3.0,2.0,1.0,38.0,1052328 – apartamento arriendo – c r acanto – mosquera apartamento área 38 mts² alcobas 3 baños 2 cocina integral 1 zona ropas 1 deposito 1 garaje 1 únicamente moto arrienda apartamento buena iluminación natural buenos acabados cuenta tres alcobas sala comedor cocina integral zona ropas dos baños garaje únicamente moto ubicación zona residencial parques servicios públicos independientes supermercados zonas comerciales colegios cercanos esperamos brindarte asesoría pronto consiga nuevo hogar manera fácil rápida contáctanos buscas código 1052328,Apartamento en arriendo,desconocida,24578.947368421053
1300000,"molinos altos, floridablanca, cr club house gold",3.0,2.0,1.0,75.0,arriendo apartamento cañaveral floridablanca apartamento buenas condiciones mantenimientos ubicado zona residencial sector cerca centros comerciales caracolí florida cañaveral estación transporte vías principales administración momento cuenta descuento pronto pago consta sala comedor cornisa techo luces auxiliares ventanal amplio cocina integral horno buena ventilación zona ropas lavadero mueble tendedero baño auxiliar ducha independiente alcoba pequeña closet pasillo habitación principal baño completo closet dos alcobas auxiliares closet habitaciones blackao parqueadero asignado descubierto ascensor conjunto cuenta celaduría jardines piscinas sauna turco gimnasio salón social bbq techado juegos niños cancha múltiple,Apartamento en arriendo,bogota,17333.333333333332
750000,"soacha, san luis, atico",3.0,2.0,0.0,48.0,arrienda apartamento excelentes acabados acogedor buena iluminación cuenta tres habitaciones dos baños privado social zona residencial cerca centro comercial vía indumil,Apartamento en arriendo,desconocida,15625.0
4700000,"castropol, simesa, altos del poblado",3.0,2.0,1.0,95.0,apartamento arriendo medellín sector poblado excelente apartamento 95 mtrs 2 distribuidos 3 habitaciones 2 baños closet vestier balcón sala comedor cocina zona ropas unidad cerrada cuarto útil parqueadero ascensor calentador piscina turco gimnasio juegos infantiles salón social sendero ecológico excelente ubicación cómodas rutas acceso código,Apartamento en arriendo,medellin,49473.68421052631
700000,"san jose, san bernardino xxii, ciudad verde",3.0,1.0,0.0,42.0,1052486 – apartamento arriendo – cr palo rosa – ciudad verde apartamento área 42 mts² alcobas 3 baño 1 cocina integral 1 zona ropas 1 arrienda apartamento buena iluminación natural cuenta 3 alcobas 1 baño cocina integral zona ropas sala comedor ubicado 4to piso esperamos brindarte asesoría pronto consigas nuevo hogar manera fácil rápida contáctanos buscas código 1052486,Apartamento en arriendo,bogota,16666.666666666668
2100000,"porvenir, san antonio, rionegro",3.0,2.0,2.0,86.0,mayor información escribanos vía whatsapp agentes inmobiliarios atenderá encantador ubicado pietrasanta excelentes condiciones amplios espacios modernos acabados gozan buena iluminación natural sector tranquilo agradable cercano zona comercial san antonio pereira colegios centros comerciales restaurantes clínica somer city medica cuenta rutas transporte cercanas cómodas vías acceso,Apartamento en arriendo,pereira,24418.60465116279
7250000,"villa campestre, punta roca, colinas al karawi",3.0,3.0,2.0,225.0,vendemos acogedora casa condominio villa campestre 3 habitaciones principal baño vestier 1 habitación baño clóset 1 habitación baño exterior cuarto baño servicio área labores cocina integral sala comedor alcobas patio terraza 2 parqueaderos conjunto cuenta portería 24 horas piscina ofrece comodidad estilo disfruta vida tranquila segura exclusivo entorno contáctanos información contactanos agenda visita,Casa en arriendo,desconocida,32222.222222222223
782000,"madrid, br villa maria, conjunto residencial boreal",3.0,2.0,,53.0,arr id houm 66150 entérate beneficios arrendar • asistencia intermediación propietario • firma contrato online • arrienda burocracia papeleos notarías departamento arriendo ubicado barrio ciudadela prosperidad superficie construida 53 superficie total 53 principales características • amoblado • 3 dormitorios • 2 baños • admite mascotas • año construcción 2012 además cuenta siguientes amenidades • salón eventos • vigilancia 24 hrs • ascensor • zona juegos • alberca • gimnasio si arriendas brindamos asesoría personalizada proceso requisitos arrendar • arrienda codeudor fácil rápido seguro • demuestra ingreso mensual neto menos 25 veces valor arriendo ingresos mensuales pueden complementar personas vivirán • completa información básica mándanos extractos bancarios documentos demuestren ingresos • debes tener reportes negativos centrales crédito importante • invitamos agendar visita • si alguna duda favor puedes solicitar información portales contactarte directamente houm aplican tc,Apartamento en arriendo,desconocida,14754.716981132075
2800000,"centro, mejoras publicas, antonia santos centro",3.0,3.0,1.0,83.0,arriendo cabecera apartamento tres alcobas tres baños hall tv balcon vista panoramica acabados ecxelentes condiciones zona social ubicado lugar tranquilo residencial cerca centro comercialuniversidad unab colegios,Apartamento en arriendo,medellin,33734.93975903615
774000,"niza suba, suba naranjos, naranjos",3.0,1.0,,48.0,arr id houm 61568 entérate beneficios arrendar • asistencia intermediación propietario • firma contrato online • arrienda burocracia papeleos notarías departamento arriendo ubicado barrio japon superficie construida 48 superficie total 48 principales características • amoblado • 3 dormitorios • 1 baño • admite mascotas • año construcción 2010 además cuenta siguientes amenidades • vigilancia 24 hrs si arriendas brindamos asesoría personalizada proceso requisitos arrendar • arrienda codeudor fácil rápido seguro • demuestra ingreso mensual neto menos 25 veces valor arriendo ingresos mensuales pueden complementar personas vivirán • completa información básica mándanos extractos bancarios documentos demuestren ingresos • debes tener reportes negativos centrales crédito importante • invitamos agendar visita • si alguna duda favor puedes solicitar información portales contactarte directamente houm aplican tc,Apartamento en arriendo,bogota,16125.0
5500000,"entre amigos, sabaneta, tres esquinas",4.0,4.0,3.0,312.0,casa arriendo sabaneta sector aves maria area 312 metros 4 habitaciones 4 baños closeth vestier parqueadero cuarto util sala comedor estudio zonas sociales mas opciones visita pagina wwwgruporespaldoinmobiliariocom,Casa en arriendo,medellin,17628.20512820513
3400000,"loma de bernal, rincon, cristo rey",4.0,3.0,0.0,90.0,encantadora casa sector belén rodeo alto opción ideal buscan hogar familiar ambiente seguro tranquilo ofrece comodidad acceso necesitas cercanía tiendas d1 farmacia cajeros características casa 4 alcobas 4 closet madera3 baños bien equipadossalacomedor espaciosa acogedoracocina integral hornozona ropas pationbsp,Casa en arriendo,desconocida,37777.77777777778
17000000,"palmas, alto de palmas, mesa",4.0,7.0,1.0,450.0,casa arriendo envigado sector peñasco excelente casa tres niveles construidos distribuidos 4 habitaciones 7 baños bibliotecaestudio tv closet balcón vestier terraza urbanización parqueadero cuarto util calentador zonas verdes excelente ubicación cómodas rutas acceso código,Casa en arriendo,medellin,37777.77777777778
17000000,"palmas, alto de palmas, mesa",4.0,6.0,4.0,715.0,ubicada exclusivo sector alto palmas cerca mercajuste moderna casa construida lote total hogar perfecto buscan confort sofisticación techos altos ventanales piso techo ofrece espacios llenos luz natural realzan diseño contemporáneo cuenta amplio salón comedor independientes cocina integral moderna cada alcoba dispone baño privado además incluye apartamento huéspedes dos habitaciones adicionales baño completo portón eléctrico brinda seguridad mientras parqueadero cubierto capacidad cuatro vehículos contáctanos conocerla código abad faciolince cas2394 asesor carlos echeverry,Casa en arriendo,desconocida,23776.223776223775
2700000,"centro, rionegro, santa ana",4.0,3.0,,230.0,arrienda hermosa casa vivienda urbanizacion quintas san angel ubicada sector universidad catolica pocos minutos parque principal ofrece entorno tranquilo seguro ideal buscan confort relajacion casa cuenta espacios amplios elegante banera turco momentos relajacion chimenea crea atmosfera acogedora ano excelente ubicacion permite facil acceso zonas comerciales servicios esperes mas contactanos agendar visita,Casa en arriendo,medellin,11739.130434782608
3500000,"zona centro, dorado, loma del barro",4.0,2.0,1.0,86.0,apartamento arriendo unidad cerrada ubicado barrio paz ofrece excelente iluminación consta 3 habitaciones 2 baños salacomedor cocina integral zona ropas mirador unidad residencial cuenta portería 24 horas parqueaderos 2 piscinas cancha múltiple juegos infantiles salón social kiosco situado zona residencial tranquila central cerca colegios supermercados tiendas merca baratillo canchas sintéticas san lorenzo dorado además fácil acceso avenida poblado excelente ruta transporte público,Apartamento en arriendo,medellin,40697.67441860465
3000000,"entre amigos, sabaneta, vegas de doctora",4.0,4.0,3.0,80.0,apartamento arriendo unidad cerrada ubicada tan solo 5 cuadras estación metro excelentes vías conexión hacia medellín resto valle aburrá cerca supermercados centros comerciales rutas transporte publico piso porcelanato madera laminada sala comedor tv 3 alcobas baño principal cocina integral abierta tipo americano parqueadero independiente cubierto piscina gym salón social parque infantil sauna turco parques infantiles placa polideportiva zonas verdes vigilancia 24 horas citofonia circuito cerrado tv inmuebles sujetos verificación disponibilidad,Apartamento en arriendo,medellin,37500.0
5500000,"laureles, loma de bernal, rosales",4.0,6.0,1.0,300.0,casa arriendo medellín sector belén palma excelente casa contruidos distribuidos 4 habitaciones 6 baños alcoba servicio patio vestier closet balcón salacomedor cocina zona ropa parqueaderoexcelente ubicación cómodas rutas acceso codigo,Casa en arriendo,medellin,18333.333333333332
